1 -2  1 0
5331 -1.9969421  0.99922017 1622
5332 -1.9969427  0.99922032 1622
5333 -1.9969432  0.99922046 1622
5334 -1.9969438  0.99922061 1622
5335 -1.9969444  0.99922076 1622
5336 -1.9969439  0.99922064 1623
5337 -1.9969421  0.9992202 1624
5338 -1.9969427  0.99922034 1624
5339 -1.9969433  0.99922049 1624
5340 -1.9969438  0.99922063 1624
5341 -1.9969444  0.99922078 1624
5342 -1.996945  0.99922093 1624
5343 -1.9969456  0.99922107 1624
5344 -1.9969461  0.99922122 1624
5345 -1.9969467  0.99922136 1624
5346 -1.9969473  0.99922151 1624
5347 -1.9969478  0.99922165 1624
5348 -1.9969484  0.9992218 1624
5349 -1.996949  0.99922195 1624
5350 -1.9969496  0.99922209 1624
5351 -1.9969501  0.99922224 1624
5352 -1.9969497  0.99922215 1625
5353 -1.9969476  0.99922161 1626
5354 -1.9969482  0.99922176 1626
5355 -1.9969487  0.9992219 1626
5356 -1.9969493  0.99922205 1626
5357 -1.9969499  0.99922219 1626
5358 -1.9969504  0.99922234 1626
5359 -1.9969509  0.99922244 1628
5360 -1.9969514  0.99922259 1628
5361 -1.996952  0.99922273 1628
5362 -1.9969526  0.99922288 1628
5363 -1.9969531  0.99922302 1628
5364 -1.9969537  0.99922317 1628
5365 -1.9969543  0.99922331 1628
5366 -1.9969548  0.99922346 1628
5367 -1.9969554  0.9992236 1628
5368 -1.996956  0.99922375 1628
5369 -1.9969565  0.99922389 1628
5370 -1.9969571  0.99922404 1628
5371 -1.9969575  0.99922415 1630
5372 -1.9969581  0.99922429 1630
5373 -1.9969587  0.99922443 1630
5374 -1.9969592  0.99922458 1630
5375 -1.9969598  0.99922472 1630
5376 -1.9969604  0.99922487 1630
5377 -1.9969599  0.99922476 1631
5378 -1.996959  0.99922452 1632
5379 -1.9969595  0.99922467 1632
5380 -1.9969601  0.99922481 1632
5381 -1.9969606  0.99922495 1632
5382 -1.9969612  0.9992251 1632
5383 -1.9969618  0.99922524 1632
5384 -1.9969623  0.99922539 1632
5385 -1.9969629  0.99922553 1632
5386 -1.9969635  0.99922567 1632
5387 -1.996964  0.99922582 1632
5388 -1.9969646  0.99922596 1632
5389 -1.9969652  0.9992261 1632
5390 -1.9969653  0.99922615 1634
5391 -1.9969659  0.99922629 1634
5392 -1.9969664  0.99922643 1634
5393 -1.9969658  0.99922627 1635
5394 -1.9969646  0.99922598 1636
5395 -1.9969634  0.99922569 1638
5396 -1.996964  0.99922583 1638
5397 -1.9969646  0.99922598 1638
5398 -1.9969651  0.99922612 1638
5399 -1.9969657  0.99922626 1638
5400 -1.9969662  0.99922641 1638
5401 -1.9969668  0.99922655 1638
5402 -1.9969674  0.99922669 1638
5403 -1.9969679  0.99922683 1638
5404 -1.9969685  0.99922698 1638
5405 -1.996969  0.99922712 1638
5406 -1.9969696  0.99922726 1638
5407 -1.9969702  0.99922741 1638
5408 -1.9969706  0.99922753 1639
5409 -1.9969711  0.99922764 1640
5410 -1.9969717  0.99922779 1640
5411 -1.9969722  0.99922793 1640
5412 -1.9969711  0.99922766 1641
5413 -1.9969712  0.99922769 1644
5414 -1.9969716  0.99922779 1646
5415 -1.9969722  0.99922793 1646
5416 -1.9969727  0.99922807 1646
5417 -1.9969698  0.99922733 1647
5418 -1.9969702  0.99922744 1648
5419 -1.9969707  0.99922758 1648
5420 -1.9969713  0.99922772 1648
5421 -1.9969718  0.99922786 1648
5422 -1.9969724  0.99922801 1648
5423 -1.996973  0.99922815 1648
5424 -1.9969735  0.99922829 1648
5425 -1.9969741  0.99922843 1648
5426 -1.9969723  0.999228 1651
5427 -1.9969707  0.99922761 1652
5428 -1.9969713  0.99922775 1652
5429 -1.9969719  0.99922789 1652
5430 -1.9969724  0.99922803 1652
5431 -1.9969704  0.99922753 1654
5432 -1.9969686  0.99922709 1656
5433 -1.9969692  0.99922723 1656
5434 -1.9969697  0.99922737 1656
5435 -1.9969703  0.99922752 1656
5436 -1.9969709  0.99922766 1656
5437 -1.9969714  0.9992278 1656
5438 -1.996972  0.99922794 1656
5439 -1.9969725  0.99922808 1656
5440 -1.9969731  0.99922823 1656
5441 -1.9969736  0.99922837 1656
5442 -1.9969726  0.99922812 1658
5443 -1.9969702  0.99922753 1659
5444 -1.9969695  0.99922734 1660
5445 -1.9969701  0.99922749 1660
5446 -1.9969706  0.99922763 1660
5447 -1.9969712  0.99922777 1660
5448 -1.9969704  0.99922757 1662
5449 -1.9969709  0.99922772 1662
5450 -1.9969715  0.99922786 1662
5451 -1.9969721  0.999228 1662
5452 -1.9969726  0.99922814 1662
5453 -1.9969732  0.99922828 1662
5454 -1.9969737  0.99922842 1662
5455 -1.9969743  0.99922857 1662
5456 -1.9969748  0.99922871 1662
5457 -1.9969754  0.99922885 1662
5458 -1.9969759  0.99922899 1662
5459 -1.9969765  0.99922913 1662
5460 -1.996977  0.99922927 1662
5461 -1.9969776  0.99922941 1662
5462 -1.9969781  0.99922955 1662
5463 -1.9969785  0.99922965 1663
5464 -1.9969754  0.99922888 1663
5465 -1.9969755  0.9992289 1664
5466 -1.9969761  0.99922904 1664
5467 -1.9969766  0.99922918 1664
5468 -1.9969772  0.99922933 1664
5469 -1.9969777  0.99922947 1664
5470 -1.9969783  0.99922961 1664
5471 -1.9969765  0.99922918 1665
5472 -1.996977  0.9992293 1666
5473 -1.9969757  0.99922897 1670
5474 -1.9969763  0.99922911 1670
5475 -1.996976  0.99922905 1671
5476 -1.9969726  0.99922819 1673
5477 -1.9969729  0.99922829 1674
5478 -1.9969735  0.99922843 1674
5479 -1.996974  0.99922857 1674
5480 -1.9969746  0.99922871 1674
5481 -1.9969752  0.99922885 1674
5482 -1.9969757  0.99922899 1674
5483 -1.9969763  0.99922914 1674
5484 -1.9969754  0.99922892 1677
5485 -1.9969736  0.99922847 1678
5486 -1.9969741  0.99922861 1678
5487 -1.9969747  0.99922875 1678
5488 -1.9969752  0.99922889 1678
5489 -1.9969758  0.99922903 1678
5490 -1.9969763  0.99922917 1678
5491 -1.9969761  0.99922912 1679
5492 -1.9969759  0.99922907 1680
5493 -1.9969764  0.99922921 1680
5494 -1.996977  0.99922935 1680
5495 -1.9969775  0.99922949 1680
5496 -1.9969781  0.99922963 1680
5497 -1.9969786  0.99922977 1680
5498 -1.9969792  0.99922991 1680
5499 -1.9969797  0.99923005 1680
5500 -1.9969803  0.99923019 1680
5501 -1.9969808  0.99923033 1680
5502 -1.9969814  0.99923047 1680
5503 -1.9969819  0.99923061 1680
5504 -1.9969825  0.99923075 1680
5505 -1.996983  0.99923089 1680
5506 -1.9969836  0.99923103 1680
5507 -1.9969841  0.99923117 1680
5508 -1.9969847  0.99923131 1680
5509 -1.9969852  0.99923145 1680
5510 -1.9969858  0.99923159 1680
5511 -1.9969838  0.9992311 1681
5512 -1.996984  0.99923115 1682
5513 -1.9969845  0.99923129 1682
5514 -1.9969851  0.99923143 1682
5515 -1.9969856  0.99923157 1682
5516 -1.9969862  0.99923171 1682
5517 -1.9969867  0.99923185 1682
5518 -1.9969873  0.99923199 1682
5519 -1.9969878  0.99923213 1682
5520 -1.9969884  0.99923226 1682
5521 -1.9969889  0.9992324 1682
5522 -1.9969895  0.99923254 1682
5523 -1.99699  0.99923268 1682
5524 -1.9969873  0.99923201 1685
5525 -1.996987  0.99923193 1686
5526 -1.9969875  0.99923207 1686
5527 -1.9969881  0.99923221 1686
5528 -1.9969886  0.99923235 1686
5529 -1.9969892  0.99923249 1686
5530 -1.9969885  0.99923233 1687
5531 -1.9969874  0.99923204 1688
5532 -1.9969879  0.99923218 1688
5533 -1.9969884  0.99923232 1688
5534 -1.996989  0.99923246 1688
5535 -1.9969895  0.99923259 1688
5536 -1.9969901  0.99923273 1688
5537 -1.9969906  0.99923287 1688
5538 -1.9969912  0.99923301 1688
5539 -1.9969917  0.99923315 1688
5540 -1.9969922  0.99923329 1688
5541 -1.9969928  0.99923343 1688
5542 -1.9969933  0.99923356 1688
5543 -1.9969939  0.9992337 1688
5544 -1.9969944  0.99923384 1688
5545 -1.996995  0.99923398 1688
5546 -1.9969951  0.99923401 1689
5547 -1.9969931  0.99923351 1690
5548 -1.9969936  0.99923365 1690
5549 -1.9969942  0.99923379 1690
5550 -1.9969947  0.99923393 1690
5551 -1.9969952  0.99923407 1690
5552 -1.9969958  0.9992342 1690
5553 -1.9969963  0.99923434 1690
5554 -1.9969969  0.99923448 1690
5555 -1.9969948  0.99923397 1691
5556 -1.9969952  0.99923408 1692
5557 -1.9969952  0.99923406 1693
5558 -1.9969921  0.9992333 1693
5559 -1.9969918  0.99923323 1694
5560 -1.9969923  0.99923337 1694
5561 -1.9969924  0.99923338 1695
5562 -1.9969885  0.99923221 1697
5563 -1.9969873  0.9992319 1698
5564 -1.9969878  0.99923204 1698
5565 -1.996987  0.99923184 1700
5566 -1.9969871  0.99923188 1702
5567 -1.9969877  0.99923201 1702
5568 -1.9969882  0.99923215 1702
5569 -1.9969888  0.99923229 1702
5570 -1.9969893  0.99923243 1702
5571 -1.9969898  0.99923257 1702
5572 -1.9969904  0.9992327 1702
5573 -1.9969909  0.99923284 1702
5574 -1.99699  0.99923262 1703
5575 -1.996987  0.99923186 1703
5576 -1.9969839  0.9992311 1703
5577 -1.9969809  0.99923034 1703
5578 -1.9969809  0.99923034 1704
5579 -1.9969797  0.99923004 1705
5580 -1.9969778  0.99922957 1706
5581 -1.9969783  0.99922971 1706
5582 -1.9969789  0.99922985 1706
5583 -1.9969794  0.99922999 1706
5584 -1.9969799  0.99923012 1706
5585 -1.9969805  0.99923026 1706
5586 -1.996981  0.9992304 1706
5587 -1.9969816  0.99923054 1706
5588 -1.9969821  0.99923068 1706
5589 -1.9969826  0.99923081 1706
5590 -1.9969827  0.99923084 1707
5591 -1.9969813  0.99923049 1710
5592 -1.9969819  0.99923063 1710
5593 -1.9969824  0.99923077 1710
5594 -1.996983  0.9992309 1710
5595 -1.9969835  0.99923104 1710
5596 -1.996984  0.99923118 1710
5597 -1.9969846  0.99923132 1710
5598 -1.996984  0.99923117 1711
5599 -1.996981  0.99923042 1711
5600 -1.9969769  0.99922932 1715
5601 -1.9969738  0.99922857 1715
5602 -1.9969708  0.99922781 1715
5603 -1.9969698  0.99922757 1716
5604 -1.9969704  0.99922771 1716
5605 -1.9969709  0.99922785 1716
5606 -1.9969715  0.99922798 1716
5607 -1.9969712  0.99922791 1717
5608 -1.9969706  0.99922778 1718
5609 -1.9969711  0.99922791 1718
5610 -1.9969717  0.99922805 1718
5611 -1.9969722  0.99922819 1718
5612 -1.9969728  0.99922833 1718
5613 -1.9969733  0.99922847 1718
5614 -1.9969738  0.9992286 1718
5615 -1.9969744  0.99922874 1718
5616 -1.9969749  0.99922888 1718
5617 -1.9969755  0.99922901 1718
5618 -1.996976  0.99922915 1718
5619 -1.9969765  0.99922929 1718
5620 -1.9969768  0.99922935 1720
5621 -1.9969756  0.99922906 1722
5622 -1.9969761  0.9992292 1722
5623 -1.9969767  0.99922933 1722
5624 -1.9969772  0.99922947 1722
5625 -1.9969777  0.99922961 1722
5626 -1.9969783  0.99922974 1722
5627 -1.9969788  0.99922988 1722
5628 -1.9969794  0.99923002 1722
5629 -1.9969799  0.99923015 1722
5630 -1.9969804  0.99923029 1722
5631 -1.996981  0.99923043 1722
5632 -1.9969815  0.99923056 1722
5633 -1.996982  0.9992307 1722
5634 -1.9969826  0.99923084 1722
5635 -1.9969831  0.99923097 1722
5636 -1.9969836  0.99923111 1722
5637 -1.9969842  0.99923125 1722
5638 -1.9969847  0.99923138 1722
5639 -1.9969852  0.99923152 1722
5640 -1.9969858  0.99923166 1722
5641 -1.9969863  0.99923179 1722
5642 -1.996986  0.99923171 1723
5643 -1.9969856  0.99923161 1724
5644 -1.9969861  0.99923174 1724
5645 -1.9969866  0.99923188 1724
5646 -1.9969872  0.99923202 1724
5647 -1.9969877  0.99923215 1724
5648 -1.996986  0.99923173 1725
5649 -1.9969855  0.99923162 1726
5650 -1.9969861  0.99923176 1726
5651 -1.9969866  0.99923189 1726
5652 -1.9969854  0.99923159 1728
5653 -1.9969859  0.99923173 1728
5654 -1.9969859  0.99923172 1729
5655 -1.9969829  0.99923097 1729
5656 -1.9969823  0.99923082 1730
5657 -1.9969828  0.99923095 1730
5658 -1.9969833  0.99923109 1730
5659 -1.9969839  0.99923122 1730
5660 -1.9969816  0.99923066 1731
5661 -1.9969786  0.99922992 1731
5662 -1.9969756  0.99922917 1731
5663 -1.9969752  0.99922906 1732
5664 -1.9969757  0.9992292 1732
5665 -1.9969762  0.99922933 1732
5666 -1.9969768  0.99922947 1732
5667 -1.9969773  0.99922961 1732
5668 -1.9969778  0.99922974 1732
5669 -1.9969754  0.99922914 1733
5670 -1.9969756  0.99922918 1734
5671 -1.9969758  0.99922923 1736
5672 -1.9969763  0.99922937 1736
5673 -1.9969766  0.99922945 1737
5674 -1.9969771  0.99922957 1738
5675 -1.9969776  0.9992297 1738
5676 -1.9969781  0.99922984 1738
5677 -1.9969785  0.99922993 1740
5678 -1.996979  0.99923006 1740
5679 -1.9969795  0.9992302 1740
5680 -1.9969801  0.99923033 1740
5681 -1.9969806  0.99923047 1740
5682 -1.9969811  0.99923061 1740
5683 -1.9969817  0.99923074 1740
5684 -1.9969822  0.99923088 1740
5685 -1.9969827  0.99923101 1740
5686 -1.9969833  0.99923115 1740
5687 -1.9969838  0.99923128 1740
5688 -1.9969818  0.99923079 1742
5689 -1.9969766  0.99922948 1743
5690 -1.9969764  0.99922945 1744
5691 -1.996977  0.99922959 1744
5692 -1.9969775  0.99922972 1744
5693 -1.996978  0.99922986 1744
5694 -1.9969766  0.99922951 1746
5695 -1.9969772  0.99922964 1746
5696 -1.9969777  0.99922978 1746
5697 -1.9969782  0.99922991 1746
5698 -1.9969787  0.99923005 1746
5699 -1.9969793  0.99923018 1746
5700 -1.9969798  0.99923032 1746
5701 -1.9969803  0.99923045 1746
5702 -1.9969809  0.99923059 1746
5703 -1.9969814  0.99923072 1746
5704 -1.9969819  0.99923086 1746
5705 -1.9969825  0.99923099 1746
5706 -1.996983  0.99923113 1746
5707 -1.9969835  0.99923126 1746
5708 -1.996984  0.9992314 1746
5709 -1.9969845  0.99923152 1747
5710 -1.9969826  0.99923104 1748
5711 -1.9969831  0.99923117 1748
5712 -1.9969836  0.9992313 1748
5713 -1.9969842  0.99923144 1748
5714 -1.9969847  0.99923157 1748
5715 -1.9969852  0.99923171 1748
5716 -1.9969857  0.99923184 1748
5717 -1.9969863  0.99923198 1748
5718 -1.9969868  0.99923211 1748
5719 -1.9969873  0.99923225 1748
5720 -1.9969878  0.99923238 1748
5721 -1.9969884  0.99923251 1748
5722 -1.9969889  0.99923265 1748
5723 -1.9969883  0.9992325 1749
5724 -1.9969854  0.99923177 1749
5725 -1.9969824  0.99923103 1749
5726 -1.996982  0.99923092 1750
5727 -1.9969825  0.99923106 1750
5728 -1.996983  0.99923119 1750
5729 -1.9969813  0.99923077 1751
5730 -1.9969783  0.99923003 1751
5731 -1.9969774  0.99922981 1752
5732 -1.996978  0.99922994 1752
5733 -1.9969785  0.99923008 1752
5734 -1.996979  0.99923021 1752
5735 -1.9969796  0.99923034 1752
5736 -1.9969801  0.99923048 1752
5737 -1.9969806  0.99923061 1752
5738 -1.9969811  0.99923075 1752
5739 -1.9969817  0.99923088 1752
5740 -1.9969822  0.99923101 1752
5741 -1.9969827  0.99923115 1752
5742 -1.9969832  0.99923128 1752
5743 -1.9969838  0.99923142 1752
5744 -1.9969842  0.99923153 1754
5745 -1.9969847  0.99923166 1754
5746 -1.9969836  0.99923139 1755
5747 -1.9969813  0.99923082 1756
5748 -1.9969818  0.99923095 1756
5749 -1.9969824  0.99923108 1756
5750 -1.9969829  0.99923122 1756
5751 -1.9969829  0.99923121 1757
5752 -1.9969812  0.9992308 1758
5753 -1.9969817  0.99923093 1758
5754 -1.9969822  0.99923107 1758
5755 -1.9969815  0.99923088 1762
5756 -1.996982  0.99923101 1762
5757 -1.9969825  0.99923115 1762
5758 -1.9969818  0.99923097 1764
5759 -1.9969823  0.9992311 1764
5760 -1.9969829  0.99923123 1764
5761 -1.9969829  0.99923125 1765
5762 -1.99698  0.99923051 1765
5763 -1.9969793  0.99923036 1766
5764 -1.9969799  0.99923049 1766
5765 -1.9969804  0.99923063 1766
5766 -1.9969809  0.99923076 1766
5767 -1.9969814  0.99923089 1766
5768 -1.996982  0.99923103 1766
5769 -1.9969825  0.99923116 1766
5770 -1.996983  0.99923129 1766
5771 -1.9969835  0.99923143 1766
5772 -1.996984  0.99923156 1766
5773 -1.9969832  0.99923135 1768
5774 -1.9969837  0.99923148 1768
5775 -1.9969842  0.99923162 1768
5776 -1.9969848  0.99923175 1768
5777 -1.9969853  0.99923188 1768
5778 -1.9969858  0.99923202 1768
5779 -1.9969863  0.99923215 1768
5780 -1.9969867  0.99923225 1770
5781 -1.9969873  0.99923238 1770
5782 -1.9969878  0.99923252 1770
5783 -1.9969883  0.99923265 1770
5784 -1.9969888  0.99923278 1770
5785 -1.9969893  0.99923291 1770
5786 -1.9969899  0.99923305 1770
5787 -1.9969904  0.99923318 1770
5788 -1.9969909  0.99923331 1770
5789 -1.9969914  0.99923344 1770
5790 -1.9969896  0.99923299 1771
5791 -1.9969879  0.99923258 1772
5792 -1.9969884  0.99923271 1772
5793 -1.996989  0.99923284 1772
5794 -1.9969895  0.99923298 1772
5795 -1.99699  0.99923311 1772
5796 -1.9969905  0.99923324 1772
5797 -1.996991  0.99923337 1772
5798 -1.9969916  0.99923351 1772
5799 -1.9969921  0.99923364 1772
5800 -1.9969926  0.99923377 1772
5801 -1.9969931  0.9992339 1772
5802 -1.9969936  0.99923403 1772
5803 -1.9969942  0.99923417 1772
5804 -1.9969947  0.9992343 1772
5805 -1.9969952  0.99923443 1772
5806 -1.9969957  0.99923456 1772
5807 -1.9969962  0.99923469 1772
5808 -1.9969967  0.99923482 1772
5809 -1.9969973  0.99923496 1772
5810 -1.9969978  0.99923509 1772
5811 -1.9969983  0.99923522 1772
5812 -1.9969988  0.99923535 1772
5813 -1.9969986  0.99923529 1774
5814 -1.9969991  0.99923543 1774
5815 -1.9969996  0.99923556 1774
5816 -1.9970001  0.99923569 1774
5817 -1.9970006  0.99923582 1774
5818 -1.9970007  0.99923583 1775
5819 -1.9970001  0.99923568 1777
5820 -1.9969996  0.99923556 1778
5821 -1.9970001  0.9992357 1778
5822 -1.9970006  0.99923583 1778
5823 -1.9970011  0.99923596 1778
5824 -1.9969972  0.99923498 1781
5825 -1.9969943  0.99923426 1781
5826 -1.9969942  0.99923425 1782
5827 -1.9969948  0.99923438 1782
5828 -1.9969953  0.99923451 1782
5829 -1.9969958  0.99923464 1782
5830 -1.9969963  0.99923477 1782
5831 -1.996996  0.99923469 1783
5832 -1.9969931  0.99923397 1783
5833 -1.9969902  0.99923324 1783
5834 -1.9969887  0.99923289 1784
5835 -1.9969893  0.99923302 1784
5836 -1.9969878  0.99923265 1785
5837 -1.9969849  0.99923193 1785
5838 -1.996982  0.9992312 1785
5839 -1.9969776  0.99923012 1786
5840 -1.9969729  0.99922894 1787
5841 -1.99697  0.99922821 1787
5842 -1.9969701  0.99922825 1789
5843 -1.9969694  0.99922807 1790
5844 -1.9969699  0.99922821 1790
5845 -1.9969704  0.99922834 1790
5846 -1.996971  0.99922847 1790
5847 -1.9969704  0.99922832 1791
5848 -1.996969  0.99922798 1792
5849 -1.9969695  0.99922811 1792
5850 -1.99697  0.99922825 1792
5851 -1.9969705  0.99922838 1792
5852 -1.9969697  0.99922817 1793
5853 -1.9969674  0.9992276 1794
5854 -1.9969679  0.99922773 1794
5855 -1.9969684  0.99922787 1794
5856 -1.996969  0.999228 1794
5857 -1.9969695  0.99922813 1794
5858 -1.99697  0.99922826 1794
5859 -1.9969705  0.99922839 1794
5860 -1.996971  0.99922852 1794
5861 -1.9969715  0.99922866 1794
5862 -1.9969721  0.99922879 1794
5863 -1.9969726  0.99922892 1794
5864 -1.9969731  0.99922905 1794
5865 -1.9969736  0.99922918 1794
5866 -1.9969741  0.99922931 1794
5867 -1.9969746  0.99922944 1794
5868 -1.9969752  0.99922958 1794
5869 -1.9969757  0.99922971 1794
5870 -1.9969762  0.99922984 1794
5871 -1.9969767  0.99922997 1794
5872 -1.9969772  0.9992301 1794
5873 -1.9969777  0.99923023 1794
5874 -1.9969783  0.99923036 1794
5875 -1.9969788  0.99923049 1794
5876 -1.9969793  0.99923062 1794
5877 -1.9969798  0.99923076 1794
5878 -1.9969803  0.99923089 1794
5879 -1.9969808  0.99923102 1794
5880 -1.9969813  0.99923115 1794
5881 -1.9969818  0.99923128 1794
5882 -1.9969824  0.99923141 1794
5883 -1.9969829  0.99923154 1794
5884 -1.9969834  0.99923167 1794
5885 -1.9969839  0.9992318 1794
5886 -1.9969844  0.99923193 1794
5887 -1.9969849  0.99923206 1794
5888 -1.9969854  0.99923219 1794
5889 -1.9969859  0.99923232 1794
5890 -1.9969865  0.99923245 1794
5891 -1.996987  0.99923258 1794
5892 -1.9969873  0.99923266 1796
5893 -1.9969878  0.99923279 1796
5894 -1.9969883  0.99923292 1796
5895 -1.9969888  0.99923305 1796
5896 -1.9969893  0.99923318 1796
5897 -1.9969898  0.99923331 1796
5898 -1.9969903  0.99923344 1796
5899 -1.9969908  0.99923357 1796
5900 -1.9969913  0.9992337 1796
5901 -1.9969919  0.99923383 1796
5902 -1.9969924  0.99923396 1796
5903 -1.9969928  0.99923407 1797
5904 -1.9969929  0.99923408 1798
5905 -1.9969934  0.99923421 1798
5906 -1.9969939  0.99923434 1798
5907 -1.9969916  0.99923378 1799
5908 -1.9969887  0.99923307 1799
5909 -1.9969839  0.99923185 1800
5910 -1.996982  0.99923137 1802
5911 -1.9969825  0.9992315 1802
5912 -1.996983  0.99923163 1802
5913 -1.9969832  0.99923171 1803
5914 -1.9969804  0.99923099 1803
5915 -1.9969802  0.99923095 1804
5916 -1.9969807  0.99923108 1804
5917 -1.9969812  0.99923121 1804
5918 -1.9969817  0.99923134 1804
5919 -1.9969822  0.99923147 1804
5920 -1.9969827  0.9992316 1804
5921 -1.9969833  0.99923173 1804
5922 -1.9969838  0.99923186 1804
5923 -1.9969843  0.99923199 1804
5924 -1.9969848  0.99923212 1804
5925 -1.9969843  0.999232 1806
5926 -1.9969848  0.99923213 1806
5927 -1.9969853  0.99923226 1806
5928 -1.9969858  0.99923239 1806
5929 -1.9969863  0.99923252 1806
5930 -1.9969868  0.99923265 1806
5931 -1.9969845  0.99923205 1807
5932 -1.9969816  0.99923134 1807
5933 -1.9969815  0.99923132 1808
5934 -1.996982  0.99923145 1808
5935 -1.9969826  0.99923158 1808
5936 -1.9969831  0.99923171 1808
5937 -1.9969836  0.99923184 1808
5938 -1.9969839  0.99923193 1810
5939 -1.9969844  0.99923206 1810
5940 -1.9969849  0.99923219 1810
5941 -1.9969854  0.99923232 1810
5942 -1.9969859  0.99923245 1810
5943 -1.9969865  0.99923258 1810
5944 -1.996987  0.99923271 1810
5945 -1.9969875  0.99923284 1810
5946 -1.9969875  0.99923285 1811
5947 -1.9969866  0.99923262 1812
5948 -1.9969871  0.99923275 1812
5949 -1.9969876  0.99923288 1812
5950 -1.9969881  0.999233 1812
5951 -1.9969886  0.99923313 1812
5952 -1.9969891  0.99923326 1812
5953 -1.9969896  0.99923339 1812
5954 -1.9969901  0.99923352 1812
5955 -1.9969906  0.99923365 1812
5956 -1.996988  0.99923299 1813
5957 -1.9969879  0.99923297 1814
5958 -1.9969884  0.99923309 1814
5959 -1.9969851  0.99923198 1816
5960 -1.9969821  0.99923115 1817
5961 -1.9969821  0.99923116 1818
5962 -1.9969826  0.99923129 1818
