1 -0.4687  0.0970875 212
88144 -1.9969935  0.99909235 27025
88145 -1.9969935  0.99909236 27025
88146 -1.9969936  0.99909237 27025
88147 -1.9969936  0.99909238 27025
88148 -1.9969936  0.99909239 27025
88149 -1.9969937  0.9990924 27025
88150 -1.9969937  0.99909241 27025
88151 -1.9969937  0.99909242 27025
88152 -1.9969938  0.99909243 27025
88153 -1.9969938  0.99909244 27025
88154 -1.9969938  0.99909245 27025
88155 -1.9969939  0.99909246 27025
88156 -1.9969939  0.99909247 27025
88157 -1.9969939  0.99909246 27027
88158 -1.9969939  0.99909247 27027
88159 -1.9969939  0.99909248 27027
88160 -1.996994  0.99909249 27027
88161 -1.996994  0.9990925 27027
88162 -1.996994  0.99909251 27027
88163 -1.9969941  0.99909252 27027
88164 -1.996994  0.99909252 27028
88165 -1.9969938  0.99909247 27028
88166 -1.9969938  0.99909246 27029
88167 -1.9969937  0.99909243 27030
88168 -1.9969936  0.99909241 27031
88169 -1.9969936  0.99909242 27031
88170 -1.9969936  0.99909241 27032
88171 -1.9969935  0.9990924 27033
88172 -1.9969935  0.99909241 27033
88173 -1.9969936  0.99909242 27033
88174 -1.9969936  0.99909243 27033
88175 -1.9969936  0.99909244 27035
88176 -1.9969937  0.99909245 27035
88177 -1.9969937  0.99909246 27035
88178 -1.9969937  0.99909247 27035
88179 -1.9969938  0.99909248 27035
88180 -1.9969938  0.99909249 27035
88181 -1.9969938  0.9990925 27035
88182 -1.9969939  0.99909251 27035
88183 -1.9969939  0.99909252 27035
88184 -1.9969939  0.99909253 27035
88185 -1.996994  0.99909254 27035
88186 -1.996994  0.99909255 27035
88187 -1.996994  0.99909256 27035
88188 -1.9969941  0.99909257 27035
88189 -1.9969941  0.99909258 27035
88190 -1.9969941  0.99909259 27035
88191 -1.9969942  0.9990926 27035
88192 -1.9969942  0.99909261 27035
88193 -1.9969942  0.99909262 27035
88194 -1.9969941  0.99909259 27037
88195 -1.9969941  0.99909257 27039
88196 -1.9969941  0.99909258 27039
88197 -1.9969941  0.99909259 27039
88198 -1.9969942  0.9990926 27039
88199 -1.9969942  0.99909261 27039
88200 -1.9969941  0.99909258 27040
88201 -1.9969941  0.99909258 27041
88202 -1.9969941  0.99909259 27041
88203 -1.9969941  0.9990926 27041
88204 -1.9969942  0.99909261 27041
88205 -1.9969942  0.99909262 27041
88206 -1.9969941  0.99909261 27043
88207 -1.9969941  0.9990926 27045
88208 -1.9969941  0.99909259 27048
88209 -1.9969939  0.99909254 27048
88210 -1.9969937  0.99909249 27048
88211 -1.9969935  0.99909243 27051
88212 -1.9969935  0.99909244 27051
88213 -1.9969935  0.99909245 27051
88214 -1.9969936  0.99909246 27051
88215 -1.9969936  0.99909247 27051
88216 -1.9969936  0.99909248 27051
88217 -1.9969937  0.99909249 27051
88218 -1.9969937  0.9990925 27051
88219 -1.9969937  0.99909251 27051
88220 -1.9969938  0.99909252 27051
88221 -1.9969938  0.99909253 27051
88222 -1.9969938  0.99909254 27051
88223 -1.9969939  0.99909255 27051
88224 -1.9969939  0.99909256 27051
88225 -1.9969939  0.99909258 27051
88226 -1.996994  0.99909259 27051
88227 -1.996994  0.9990926 27051
88228 -1.9969939  0.99909258 27052
88229 -1.9969939  0.99909257 27053
88230 -1.9969938  0.99909256 27054
88231 -1.9969938  0.99909255 27055
88232 -1.9969938  0.99909256 27055
88233 -1.9969939  0.99909257 27055
88234 -1.9969939  0.99909258 27055
88235 -1.9969939  0.99909259 27055
88236 -1.996994  0.9990926 27055
88237 -1.996994  0.99909261 27055
88238 -1.996994  0.99909262 27055
88239 -1.9969941  0.99909263 27055
88240 -1.9969941  0.99909264 27055
88241 -1.9969941  0.99909265 27055
88242 -1.9969942  0.99909266 27055
88243 -1.9969942  0.99909267 27055
88244 -1.9969942  0.99909268 27055
88245 -1.9969943  0.99909269 27055
88246 -1.9969943  0.99909271 27055
88247 -1.9969943  0.99909272 27055
88248 -1.9969944  0.99909273 27055
88249 -1.9969944  0.99909274 27055
88250 -1.9969944  0.99909275 27055
88251 -1.9969945  0.99909276 27055
88252 -1.9969945  0.99909276 27056
88253 -1.9969943  0.99909271 27056
88254 -1.9969941  0.99909266 27059
88255 -1.9969941  0.99909267 27059
88256 -1.9969941  0.99909268 27059
88257 -1.9969942  0.99909269 27059
88258 -1.9969942  0.9990927 27059
88259 -1.9969942  0.99909271 27059
88260 -1.9969942  0.9990927 27061
88261 -1.9969942  0.99909271 27061
88262 -1.9969942  0.99909272 27061
88263 -1.9969943  0.99909273 27061
88264 -1.9969943  0.99909274 27061
88265 -1.9969944  0.99909275 27061
88266 -1.9969944  0.99909276 27061
88267 -1.9969944  0.99909277 27061
88268 -1.9969945  0.99909278 27061
88269 -1.9969945  0.99909279 27061
88270 -1.9969945  0.9990928 27061
88271 -1.9969946  0.99909281 27061
88272 -1.9969945  0.9990928 27062
88273 -1.9969945  0.99909281 27063
88274 -1.9969946  0.99909282 27063
88275 -1.9969946  0.99909282 27064
88276 -1.9969944  0.99909278 27064
88277 -1.9969944  0.99909278 27065
88278 -1.9969944  0.99909279 27065
88279 -1.9969944  0.9990928 27065
88280 -1.9969945  0.99909281 27065
88281 -1.9969945  0.99909282 27065
88282 -1.9969945  0.99909283 27065
88283 -1.9969946  0.99909284 27065
88284 -1.9969946  0.99909285 27065
88285 -1.9969946  0.99909286 27065
88286 -1.9969947  0.99909287 27065
88287 -1.9969947  0.99909288 27065
88288 -1.9969948  0.99909289 27065
88289 -1.9969946  0.99909286 27066
88290 -1.9969945  0.99909283 27069
88291 -1.9969945  0.99909284 27069
88292 -1.9969946  0.99909285 27069
88293 -1.9969946  0.99909286 27069
88294 -1.9969946  0.99909287 27069
88295 -1.9969947  0.99909288 27069
88296 -1.9969947  0.99909289 27069
88297 -1.9969947  0.9990929 27069
88298 -1.9969948  0.99909291 27069
88299 -1.9969948  0.99909292 27069
88300 -1.9969948  0.99909293 27069
88301 -1.9969949  0.99909294 27069
88302 -1.9969949  0.99909295 27070
88303 -1.9969947  0.9990929 27070
88304 -1.9969946  0.99909288 27071
88305 -1.9969944  0.99909284 27072
88306 -1.9969943  0.99909281 27073
88307 -1.9969943  0.99909282 27073
88308 -1.9969944  0.99909283 27073
88309 -1.9969944  0.99909284 27073
88310 -1.9969944  0.99909285 27073
88311 -1.9969945  0.99909286 27073
88312 -1.9969945  0.99909286 27075
88313 -1.9969945  0.99909287 27075
88314 -1.9969945  0.99909288 27075
88315 -1.9969946  0.99909289 27075
88316 -1.9969946  0.9990929 27075
88317 -1.9969946  0.99909291 27075
88318 -1.9969947  0.99909292 27075
88319 -1.9969947  0.99909293 27075
88320 -1.9969947  0.99909294 27075
88321 -1.9969948  0.99909295 27075
88322 -1.9969948  0.99909296 27075
88323 -1.9969949  0.99909297 27075
88324 -1.9969949  0.99909299 27075
88325 -1.9969949  0.999093 27075
88326 -1.996995  0.99909301 27075
88327 -1.996995  0.99909302 27075
88328 -1.996995  0.99909303 27075
88329 -1.9969951  0.99909304 27075
88330 -1.9969951  0.99909305 27075
88331 -1.9969951  0.99909305 27076
88332 -1.9969949  0.999093 27076
88333 -1.9969948  0.99909299 27077
88334 -1.9969949  0.999093 27077
88335 -1.9969949  0.99909301 27077
88336 -1.9969949  0.99909302 27077
88337 -1.996995  0.99909303 27077
88338 -1.996995  0.99909304 27077
88339 -1.996995  0.99909305 27077
88340 -1.9969951  0.99909306 27077
88341 -1.9969951  0.99909307 27077
88342 -1.9969951  0.99909306 27079
88343 -1.996995  0.99909306 27080
88344 -1.9969949  0.99909302 27082
88345 -1.9969949  0.99909302 27083
88346 -1.9969949  0.99909303 27083
88347 -1.9969949  0.99909304 27083
88348 -1.996995  0.99909305 27083
88349 -1.996995  0.99909306 27083
88350 -1.996995  0.99909307 27083
88351 -1.9969951  0.99909308 27083
88352 -1.9969951  0.99909309 27083
88353 -1.9969951  0.9990931 27083
88354 -1.9969952  0.99909311 27083
88355 -1.9969952  0.99909312 27083
88356 -1.9969952  0.99909312 27084
88357 -1.9969952  0.99909312 27085
88358 -1.9969952  0.99909313 27085
88359 -1.9969953  0.99909314 27085
88360 -1.9969953  0.99909315 27085
88361 -1.9969953  0.99909316 27085
88362 -1.9969954  0.99909317 27085
88363 -1.9969954  0.99909318 27085
88364 -1.9969954  0.99909319 27085
88365 -1.9969955  0.99909321 27085
88366 -1.9969955  0.99909322 27085
88367 -1.9969955  0.99909323 27085
88368 -1.9969956  0.99909324 27085
88369 -1.9969956  0.99909325 27085
88370 -1.9969956  0.99909326 27085
88371 -1.9969957  0.99909327 27085
88372 -1.9969955  0.99909321 27089
88373 -1.9969952  0.99909312 27090
88374 -1.996995  0.99909307 27090
88375 -1.9969949  0.99909306 27091
88376 -1.996995  0.99909308 27091
88377 -1.996995  0.99909309 27091
88378 -1.9969949  0.99909305 27092
88379 -1.9969947  0.999093 27092
88380 -1.9969944  0.99909294 27094
88381 -1.9969944  0.99909295 27095
88382 -1.9969945  0.99909296 27095
88383 -1.9969945  0.99909297 27095
88384 -1.9969945  0.99909298 27095
88385 -1.9969946  0.99909299 27095
88386 -1.9969946  0.999093 27095
88387 -1.9969946  0.99909301 27095
88388 -1.9969947  0.99909302 27095
88389 -1.9969946  0.99909301 27096
88390 -1.9969947  0.99909302 27097
88391 -1.9969947  0.99909303 27097
88392 -1.9969947  0.99909304 27097
88393 -1.9969948  0.99909305 27097
88394 -1.9969948  0.99909306 27097
88395 -1.9969948  0.99909307 27097
88396 -1.9969948  0.99909308 27098
88397 -1.9969948  0.99909306 27099
88398 -1.9969948  0.99909308 27099
88399 -1.9969949  0.99909309 27099
88400 -1.9969949  0.9990931 27099
88401 -1.9969949  0.99909311 27099
88402 -1.996995  0.99909312 27099
88403 -1.996995  0.99909313 27099
88404 -1.996995  0.99909314 27099
88405 -1.9969951  0.99909315 27099
88406 -1.9969951  0.99909316 27099
88407 -1.9969951  0.99909317 27099
88408 -1.9969952  0.99909318 27099
88409 -1.9969952  0.99909319 27099
88410 -1.9969952  0.9990932 27099
88411 -1.9969953  0.99909321 27099
88412 -1.9969952  0.9990932 27100
88413 -1.9969952  0.99909318 27102
88414 -1.996995  0.99909314 27103
88415 -1.996995  0.99909315 27103
88416 -1.996995  0.99909316 27103
88417 -1.9969951  0.99909317 27103
88418 -1.9969951  0.99909318 27103
88419 -1.9969952  0.99909319 27103
88420 -1.9969952  0.9990932 27103
88421 -1.9969951  0.9990932 27104
88422 -1.9969951  0.99909317 27105
88423 -1.9969951  0.99909319 27105
88424 -1.9969951  0.9990932 27105
88425 -1.9969952  0.99909321 27105
88426 -1.9969952  0.99909322 27105
88427 -1.9969952  0.99909323 27105
88428 -1.9969953  0.99909324 27105
88429 -1.9969951  0.99909319 27106
88430 -1.9969949  0.99909315 27108
88431 -1.9969947  0.9990931 27108
88432 -1.9969944  0.99909302 27109
88433 -1.996994  0.99909294 27110
88434 -1.9969939  0.99909291 27111
88435 -1.9969939  0.99909292 27111
88436 -1.9969939  0.9990929 27113
88437 -1.9969935  0.99909281 27114
88438 -1.9969935  0.99909281 27115
88439 -1.9969935  0.99909282 27115
88440 -1.9969936  0.99909283 27115
88441 -1.9969936  0.99909284 27115
88442 -1.9969936  0.99909285 27115
88443 -1.9969937  0.99909286 27115
88444 -1.9969937  0.99909287 27115
88445 -1.9969937  0.99909288 27115
88446 -1.9969938  0.99909289 27115
88447 -1.9969938  0.9990929 27115
88448 -1.9969938  0.99909291 27115
88449 -1.9969939  0.99909292 27115
88450 -1.9969939  0.99909293 27115
88451 -1.9969939  0.99909294 27115
88452 -1.9969939  0.99909294 27116
88453 -1.9969937  0.9990929 27116
88454 -1.9969935  0.99909284 27117
88455 -1.9969932  0.99909276 27119
88456 -1.9969932  0.99909277 27119
88457 -1.996993  0.99909273 27120
88458 -1.9969928  0.99909265 27122
88459 -1.9969926  0.9990926 27123
88460 -1.9969926  0.99909261 27123
88461 -1.9969927  0.99909262 27123
88462 -1.9969927  0.99909263 27125
88463 -1.9969927  0.99909264 27125
88464 -1.9969927  0.99909265 27125
88465 -1.9969928  0.99909266 27125
88466 -1.9969928  0.99909267 27125
88467 -1.9969928  0.99909268 27125
88468 -1.9969929  0.99909269 27125
88469 -1.9969929  0.99909269 27127
88470 -1.9969929  0.99909271 27127
88471 -1.996993  0.99909272 27127
88472 -1.996993  0.99909273 27127
88473 -1.996993  0.99909274 27127
88474 -1.996993  0.99909273 27129
88475 -1.9969929  0.99909271 27130
88476 -1.9969927  0.99909266 27130
88477 -1.9969925  0.99909262 27130
88478 -1.9969924  0.9990926 27131
88479 -1.9969924  0.99909259 27132
88480 -1.9969924  0.99909258 27133
88481 -1.9969924  0.9990926 27133
88482 -1.9969924  0.9990926 27135
88483 -1.9969924  0.99909261 27135
88484 -1.9969925  0.99909262 27135
88485 -1.9969925  0.99909263 27135
88486 -1.9969925  0.99909264 27137
88487 -1.9969926  0.99909265 27137
88488 -1.9969926  0.99909266 27137
88489 -1.9969926  0.99909267 27137
88490 -1.9969927  0.99909268 27137
88491 -1.9969927  0.99909269 27137
88492 -1.9969927  0.9990927 27137
88493 -1.9969928  0.99909271 27137
88494 -1.9969928  0.99909272 27139
88495 -1.9969928  0.99909272 27141
88496 -1.9969928  0.99909273 27141
88497 -1.9969929  0.99909274 27141
88498 -1.9969929  0.99909275 27141
88499 -1.9969928  0.99909274 27143
88500 -1.9969929  0.99909275 27143
88501 -1.9969929  0.99909276 27143
88502 -1.9969929  0.99909276 27145
88503 -1.9969929  0.99909277 27145
88504 -1.996993  0.99909278 27145
88505 -1.996993  0.99909279 27145
88506 -1.996993  0.9990928 27145
88507 -1.9969931  0.99909281 27145
88508 -1.9969931  0.99909282 27145
88509 -1.9969931  0.99909281 27146
88510 -1.996993  0.99909281 27147
88511 -1.9969931  0.99909282 27147
88512 -1.9969931  0.99909283 27147
88513 -1.9969931  0.99909284 27147
88514 -1.996993  0.99909281 27148
88515 -1.996993  0.99909281 27149
88516 -1.9969931  0.99909282 27149
88517 -1.9969931  0.99909283 27149
88518 -1.9969931  0.99909284 27149
88519 -1.9969932  0.99909285 27149
88520 -1.9969931  0.99909284 27150
88521 -1.996993  0.99909282 27151
88522 -1.996993  0.99909283 27151
88523 -1.9969931  0.99909284 27151
88524 -1.9969931  0.99909285 27151
88525 -1.9969931  0.99909286 27151
88526 -1.9969932  0.99909287 27151
88527 -1.9969932  0.99909288 27151
88528 -1.9969933  0.99909289 27151
88529 -1.9969933  0.9990929 27151
88530 -1.9969933  0.99909291 27151
88531 -1.9969934  0.99909292 27151
88532 -1.9969934  0.99909293 27151
88533 -1.9969934  0.99909294 27151
88534 -1.9969934  0.99909295 27152
88535 -1.9969934  0.99909293 27153
88536 -1.9969934  0.99909294 27153
88537 -1.9969934  0.99909295 27153
88538 -1.9969935  0.99909296 27153
88539 -1.9969935  0.99909297 27153
88540 -1.9969935  0.99909298 27153
88541 -1.9969936  0.99909299 27153
88542 -1.9969936  0.999093 27153
88543 -1.9969936  0.99909301 27153
88544 -1.9969937  0.99909302 27153
88545 -1.9969937  0.99909303 27153
88546 -1.9969936  0.999093 27154
88547 -1.9969934  0.99909296 27154
88548 -1.9969932  0.99909291 27157
88549 -1.9969932  0.99909292 27157
88550 -1.9969933  0.99909293 27157
88551 -1.9969933  0.99909294 27157
88552 -1.9969933  0.99909295 27157
88553 -1.9969934  0.99909296 27157
88554 -1.9969934  0.99909297 27157
88555 -1.9969934  0.99909298 27157
88556 -1.9969935  0.99909299 27157
88557 -1.9969935  0.999093 27157
88558 -1.9969935  0.99909301 27157
88559 -1.9969936  0.99909302 27157
88560 -1.9969936  0.99909303 27157
88561 -1.9969936  0.99909304 27157
88562 -1.9969937  0.99909305 27157
88563 -1.9969937  0.99909306 27157
88564 -1.9969937  0.99909307 27157
88565 -1.9969938  0.99909308 27157
88566 -1.9969938  0.99909309 27157
88567 -1.9969938  0.9990931 27157
88568 -1.9969939  0.99909311 27157
88569 -1.9969939  0.99909312 27157
88570 -1.9969939  0.99909313 27157
88571 -1.996994  0.99909314 27157
88572 -1.996994  0.99909315 27157
88573 -1.996994  0.99909316 27157
88574 -1.9969941  0.99909317 27157
88575 -1.9969941  0.99909319 27157
88576 -1.996994  0.99909317 27158
88577 -1.9969938  0.99909312 27158
88578 -1.9969937  0.99909309 27159
88579 -1.9969937  0.9990931 27159
88580 -1.9969938  0.99909311 27159
88581 -1.9969937  0.99909308 27160
88582 -1.9969936  0.99909306 27161
88583 -1.9969936  0.99909307 27161
88584 -1.9969936  0.99909308 27161
88585 -1.9969937  0.99909309 27161
88586 -1.9969937  0.9990931 27161
88587 -1.9969937  0.99909311 27161
88588 -1.9969938  0.99909312 27161
88589 -1.9969938  0.99909313 27161
88590 -1.9969938  0.99909314 27161
88591 -1.9969939  0.99909315 27161
88592 -1.9969939  0.99909316 27161
88593 -1.9969939  0.99909317 27161
88594 -1.996994  0.99909318 27161
88595 -1.9969939  0.99909318 27162
88596 -1.9969938  0.99909315 27163
88597 -1.9969938  0.99909316 27163
88598 -1.9969939  0.99909317 27163
88599 -1.9969939  0.99909318 27164
88600 -1.9969939  0.99909318 27165
88601 -1.996994  0.99909319 27165
88602 -1.996994  0.9990932 27165
88603 -1.996994  0.99909321 27165
88604 -1.9969941  0.99909322 27165
88605 -1.9969941  0.99909323 27165
88606 -1.9969939  0.9990932 27168
88607 -1.9969937  0.99909315 27168
88608 -1.9969936  0.99909312 27169
88609 -1.9969936  0.99909313 27169
88610 -1.9969935  0.99909311 27170
88611 -1.9969933  0.99909306 27172
88612 -1.9969932  0.99909302 27173
88613 -1.9969932  0.99909303 27173
88614 -1.9969933  0.99909304 27173
88615 -1.9969933  0.99909305 27173
88616 -1.9969933  0.99909306 27173
88617 -1.9969934  0.99909307 27173
88618 -1.9969934  0.99909308 27173
88619 -1.9969934  0.99909309 27173
88620 -1.9969935  0.9990931 27173
88621 -1.9969935  0.99909311 27173
88622 -1.9969935  0.99909312 27173
88623 -1.9969936  0.99909313 27173
88624 -1.9969936  0.99909314 27175
88625 -1.9969936  0.99909315 27175
88626 -1.9969937  0.99909316 27175
88627 -1.9969937  0.99909317 27175
88628 -1.9969937  0.99909318 27175
88629 -1.9969938  0.99909319 27175
88630 -1.9969938  0.9990932 27176
88631 -1.9969935  0.99909313 27181
88632 -1.9969935  0.99909314 27181
88633 -1.9969936  0.99909315 27181
88634 -1.9969936  0.99909316 27181
88635 -1.9969936  0.99909317 27181
88636 -1.9969936  0.99909317 27182
88637 -1.9969935  0.99909313 27183
88638 -1.9969935  0.99909314 27183
88639 -1.9969935  0.99909315 27183
88640 -1.9969936  0.99909316 27183
88641 -1.9969935  0.99909316 27184
88642 -1.9969933  0.99909311 27184
88643 -1.9969932  0.99909307 27184
88644 -1.996993  0.99909302 27184
88645 -1.9969929  0.99909301 27185
88646 -1.9969929  0.99909301 27187
88647 -1.996993  0.99909303 27187
88648 -1.996993  0.99909304 27187
88649 -1.996993  0.99909305 27187
88650 -1.9969931  0.99909306 27187
88651 -1.9969931  0.99909307 27187
88652 -1.9969931  0.99909308 27187
88653 -1.9969932  0.99909309 27187
88654 -1.9969932  0.9990931 27187
88655 -1.9969932  0.99909311 27187
88656 -1.9969933  0.99909312 27187
88657 -1.9969932  0.99909311 27189
88658 -1.9969933  0.99909312 27189
88659 -1.9969933  0.99909313 27189
88660 -1.9969933  0.99909314 27189
88661 -1.9969934  0.99909315 27189
88662 -1.9969934  0.99909316 27189
88663 -1.9969934  0.99909317 27189
88664 -1.9969935  0.99909318 27189
88665 -1.9969935  0.99909319 27189
88666 -1.9969935  0.9990932 27189
88667 -1.9969936  0.99909321 27189
88668 -1.9969936  0.99909322 27189
88669 -1.9969934  0.99909318 27190
88670 -1.9969934  0.99909317 27191
88671 -1.9969934  0.99909318 27191
88672 -1.9969934  0.99909319 27191
88673 -1.9969935  0.9990932 27194
88674 -1.9969935  0.9990932 27195
88675 -1.9969935  0.99909321 27195
88676 -1.9969935  0.99909322 27195
88677 -1.9969936  0.99909323 27195
88678 -1.9969936  0.99909324 27197
88679 -1.9969936  0.99909325 27197
88680 -1.9969937  0.99909326 27197
88681 -1.9969937  0.99909327 27197
88682 -1.9969937  0.99909328 27197
88683 -1.9969938  0.99909329 27197
88684 -1.9969938  0.9990933 27197
88685 -1.9969938  0.99909331 27197
88686 -1.9969939  0.99909332 27197
88687 -1.9969939  0.99909333 27197
88688 -1.996994  0.99909334 27197
88689 -1.996994  0.99909335 27197
88690 -1.996994  0.99909337 27197
88691 -1.9969941  0.99909338 27197
88692 -1.9969941  0.99909339 27197
88693 -1.9969941  0.9990934 27197
88694 -1.9969942  0.99909341 27197
88695 -1.9969942  0.99909342 27197
88696 -1.9969942  0.99909343 27197
88697 -1.9969943  0.99909344 27197
